Existing name,New name
"United States Senate special election in Delaware, 1813",1813 United States Senate special election in Delaware
"United States Senate special election in Delaware, 1822",1822 United States Senate special election in Delaware
"United States Senate special election in Delaware, 1827",1827 United States Senate special election in Delaware
"United States Senate special election in Delaware, 1830",1830 United States Senate special election in Delaware
"United States Senate special election in Delaware, 1836",1836 United States Senate special election in Delaware
"United States Senate special election in Delaware, 1837",1837 United States Senate special election in Delaware
"United States Senate special election in Delaware, 1841",1841 United States Senate special election in Delaware
"United States Senate special election in Delaware, 1849",1849 United States Senate special election in Delaware
"United States Senate special election in Delaware, 1857",1857 United States Senate special election in Delaware
"United States Senate special election in Delaware, 1864",1864 United States Senate special election in Delaware
"United States Senate special election in Delaware, 1869",1869 United States Senate special election in Delaware
"United States Senate special election in Delaware, 1885",1885 United States Senate special election in Delaware
"United States Senate special election in Delaware, 1897",1897 United States Senate special election in Delaware
"United States Senate special election in Delaware, 1899",1899 United States Senate special election in Delaware
"United States Senate special election in Delaware, 1906",1906 United States Senate special election in Delaware
"United States Senate special election in Delaware, 1922",1922 United States Senate special election in Delaware
"United States Senate special election in Delaware, 2010",2010 United States Senate special election in Delaware
"United States Senate special election in Florida, 1893",1893 United States Senate special election in Florida
"United States Senate special election in Florida, 1899",1899 United States Senate special election in Florida
"United States Senate special election in Florida, 1905",1905 United States Senate special election in Florida
"United States Senate special election in Florida, 1909",1909 United States Senate special election in Florida
"United States Senate special election in Florida, 1911",1911 United States Senate special election in Florida
"United States Senate special election in Georgia, 1796",1796 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1806",1806 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1807",1807 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1809",1809 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1813",1813 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1816",1816 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1818",1818 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1819",1819 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1821",1821 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1824",1824 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1828",1828 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1829",1829 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1833",1833 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1835",1835 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1837",1837 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1845",1845 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1880",1880 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1882",1882 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1894",1894 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1907",1907 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1910",1910 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1911",1911 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1914",1914 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1922",1922 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1933",1933 United States Senate special election in Georgia
"United States Senate special election in Georgia, 1972",1972 United States Senate special election in Georgia
"United States Senate special election in Hawaii, 1990",1990 United States Senate special election in Hawaii
"United States Senate special election in Hawaii, 2014",2014 United States Senate special election in Hawaii
"United States Senate special election in Idaho, 1913",1913 United States Senate special election in Idaho
"United States Senate special election in Idaho, 1918",1918 United States Senate special election in Idaho
"United States Senate special election in Idaho, 1928",1928 United States Senate special election in Idaho
"United States Senate special election in Idaho, 1940",1940 United States Senate special election in Idaho
"United States Senate special election in Idaho, 1946",1946 United States Senate special election in Idaho
"United States Senate special election in Idaho, 1950",1950 United States Senate special election in Idaho
"United States Senate special election in Idaho, 1962",1962 United States Senate special election in Idaho
"United States Senate special election in Illinois, 1824",1824 United States Senate special election in Illinois
"United States Senate special election in Illinois, 1830",1830 United States Senate special election in Illinois
"United States Senate special election in Illinois, 1849",1849 United States Senate special election in Illinois
"United States Senate special election in Illinois, 1863",1863 United States Senate special election in Illinois
"United States Senate special election in Illinois, 1885",1885 United States Senate special election in Illinois
"United States Senate special election in Illinois, 1887",1887 United States Senate special election in Illinois
"United States Senate special election in Illinois, 1909",1909 United States Senate special election in Illinois
"United States Senate special election in Illinois, 1913",1913 United States Senate special election in Illinois
"United States Senate special election in Illinois, 1928",1928 United States Senate special election in Illinois
"United States Senate special election in Illinois, 1940",1940 United States Senate special election in Illinois
"United States Senate special election in Illinois, 1970",1970 United States Senate special election in Illinois
"United States Senate special election in Indiana, 1821",1821 United States Senate special election in Indiana
"United States Senate special election in Indiana, 1832",1832 United States Senate special election in Indiana
"United States Senate special election in Indiana, 1853",1853 United States Senate special election in Indiana
"United States Senate special election in Indiana, 1857",1857 United States Senate special election in Indiana
"United States Senate special election in Indiana, 1863",1863 United States Senate special election in Indiana
"United States Senate special election in Indiana, 1879",1879 United States Senate special election in Indiana
"United States Senate special election in Indiana, 1905",1905 United States Senate special election in Indiana
"United States Senate special election in Indiana, 1916",1916 United States Senate special election in Indiana
"United States Senate special election in Indiana, 1926",1926 United States Senate special election in Indiana
"United States Senate special election in Indiana, 1944",1944 United States Senate special election in Indiana
"United States Senate special election in Indiana, 1990",1990 United States Senate special election in Indiana
"United States Senate special election in Iowa, 1857",1857 United States Senate special election in Iowa
"United States Senate special election in Iowa, 1866",1866 United States Senate special election in Iowa
"United States Senate special election in Iowa, 1870",1870 United States Senate special election in Iowa
"United States Senate special election in Iowa, 1882",1882 United States Senate special election in Iowa
"United States Senate special election in Iowa, 1902",1902 United States Senate special election in Iowa
"United States Senate special election in Iowa, 1908",1908 United States Senate special election in Iowa
"United States Senate special election in Iowa, 1911",1911 United States Senate special election in Iowa
"United States Senate special election in Iowa, 1922",1922 United States Senate special election in Iowa
"United States Senate special election in Iowa, 1926",1926 United States Senate special election in Iowa
"United States Senate special election in Iowa, 1936",1936 United States Senate special election in Iowa
"United States Senate special election in Kansas, 1867",1867 United States Senate special election in Kansas
"United States Senate special election in Kansas, 1874",1874 United States Senate special election in Kansas
"United States Senate special election in Kansas, 1893",1893 United States Senate special election in Kansas
"United States Senate special election in Kansas, 1907",1907 United States Senate special election in Kansas
"United States Senate special election in Kansas, 1930",1930 United States Senate special election in Kansas
"United States Senate special election in Kansas, 1950",1950 United States Senate special election in Kansas
"United States Senate special election in Kansas, 1962",1962 United States Senate special election in Kansas
"United States Senate special election in Kansas, 1996",1996 United States Senate special election in Kansas
"United States Senate special election in Kentucky, 1805",1805 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1806",1806 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1814",1814 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1815",1815 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1816",1816 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1819",1819 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1820",1820 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1824",1824 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1831",1831 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1842",1842 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1849",1849 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1852",1852 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1861",1861 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1868",1868 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1873",1873 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1890",1890 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1893",1893 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1914",1914 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1930",1930 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1940",1940 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1946",1946 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1950",1950 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1952",1952 United States Senate special election in Kentucky
"United States Senate special election in Kentucky, 1956",1956 United States Senate special election in Kentucky
"United States Senate special election in Louisiana, 1813",1813 United States Senate special election in Louisiana
"United States Senate special election in Louisiana, 1818",1818 United States Senate special election in Louisiana
"United States Senate special election in Louisiana, 1824",1824 United States Senate special election in Louisiana
"United States Senate special election in Louisiana, 1831",1831 United States Senate special election in Louisiana
"United States Senate special election in Louisiana, 1833",1833 United States Senate special election in Louisiana
"United States Senate special election in Louisiana, 1836",1836 United States Senate special election in Louisiana
"United States Senate special election in Louisiana, 1837",1837 United States Senate special election in Louisiana
"United States Senate special election in Louisiana, 1844",1844 United States Senate special election in Louisiana
"United States Senate special election in Louisiana, 1847",1847 United States Senate special election in Louisiana
"United States Senate special election in Louisiana, 1853",1853 United States Senate special election in Louisiana
"United States Senate special election in Louisiana, 1876",1876 United States Senate special election in Louisiana
"United States Senate special election in Louisiana, 1910",1910 United States Senate special election in Louisiana
"United States Senate special election in Louisiana, 1918",1918 United States Senate special election in Louisiana
"United States Senate special election in Louisiana, 1936",1936 United States Senate special election in Louisiana
"United States Senate special election in Louisiana, 1948",1948 United States Senate special election in Louisiana
"United States Senate special election in Maine, 1829",1829 United States Senate special election in Maine
"United States Senate special election in Maine, 1835",1835 United States Senate special election in Maine
"United States Senate special election in Maine, 1837",1837 United States Senate special election in Maine
"United States Senate special election in Maine, 1843",1843 United States Senate special election in Maine
"United States Senate special election in Maine, 1848",1848 United States Senate special election in Maine
"United States Senate special election in Maine, 1854",1854 United States Senate special election in Maine
"United States Senate special election in Maine, 1857",1857 United States Senate special election in Maine
"United States Senate special election in Maine, 1861",1861 United States Senate special election in Maine
"United States Senate special election in Maine, 1865",1865 United States Senate special election in Maine
"United States Senate special election in Maine, 1877",1877 United States Senate special election in Maine
"United States Senate special election in Maine, 1881",1881 United States Senate special election in Maine
"United States Senate special election in Maine, 1912",1912 United States Senate special election in Maine
"United States Senate special election in Maine, 1916",1916 United States Senate special election in Maine
"United States Senate special election in Maine, 1926",1926 United States Senate special election in Maine
"United States Senate special election in Maryland, 1793",1793 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1796",1796 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1797",1797 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1800",1800 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1801",1801 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1806",1806 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1813",1813 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1819",1819 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1822",1822 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1826",1826 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1835",1835 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1836",1836 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1838",1838 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1839",1839 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1841",1841 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1850",1850 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1864",1864 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1865",1865 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1868",1868 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1892",1892 United States Senate special election in Maryland
"United States Senate special election in Maryland, 1913",1913 United States Senate special election in Maryland
"United States Senate special election in Massachusetts, 1800",1800 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1803",1803 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1808",1808 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1810",1810 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1811",1811 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1813",1813 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1815",1815 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1816",1816 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1818",1818 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1820",1820 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1822",1822 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1826",1826 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1829",1829 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1845",1845 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1851",1851 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1855",1855 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1873",1873 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1874",1874 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1905",1905 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1926",1926 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1944",1944 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 1962",1962 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 2010",2010 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, 2013",2013 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, February 1841",February 1841 United States Senate special election in Massachusetts
"United States Senate special election in Massachusetts, January 1841",January 1841 United States Senate special election in Massachusetts
"United States Senate special election in Michigan, 1840",1840 United States Senate special election in Michigan
"United States Senate special election in Michigan, 1849",1849 United States Senate special election in Michigan
"United States Senate special election in Michigan, 1862",1862 United States Senate special election in Michigan
"United States Senate special election in Michigan, 1879",1879 United States Senate special election in Michigan
"United States Senate special election in Michigan, 1881",1881 United States Senate special election in Michigan
"United States Senate special election in Michigan, 1895",1895 United States Senate special election in Michigan
"United States Senate special election in Michigan, 1903",1903 United States Senate special election in Michigan
"United States Senate special election in Michigan, 1907",1907 United States Senate special election in Michigan
"United States Senate special election in Michigan, 1924",1924 United States Senate special election in Michigan
"United States Senate special election in Michigan, 1928",1928 United States Senate special election in Michigan
"United States Senate special election in Michigan, 1952",1952 United States Senate special election in Michigan
"United States Senate special election in Minnesota, 1871",1871 United States Senate special election in Minnesota
"United States Senate special election in Minnesota, 1881",1881 United States Senate special election in Minnesota
"United States Senate special election in Minnesota, 1901",1901 United States Senate special election in Minnesota
"United States Senate special election in Minnesota, 1923",1923 United States Senate special election in Minnesota
"United States Senate special election in Minnesota, 1936",1936 United States Senate special election in Minnesota
"United States Senate special election in Minnesota, 1942",1942 United States Senate special election in Minnesota
"United States Senate special election in Minnesota, 1978",1978 United States Senate special election in Minnesota
"United States Senate special election in Minnesota, 2018",2018 United States Senate special election in Minnesota
"United States Senate special election in Mississippi, 1820",1820 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 1826",1826 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 1829",1829 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 1830",1830 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 1833",1833 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 1839",1839 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 1846",1846 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 1848",1848 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 1854",1854 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 1874",1874 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 1886",1886 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 1894",1894 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 1900",1900 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 1910",1910 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 1941",1941 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 1947",1947 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 2008",2008 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, 2018",2018 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, February 1852",February 1852 United States Senate special election in Mississippi
"United States Senate special election in Mississippi, March 1852",March 1852 United States Senate special election in Mississippi
"United States Senate special election in Missouri, 1843",1843 United States Senate special election in Missouri
"United States Senate special election in Missouri, 1857",1857 United States Senate special election in Missouri
"United States Senate special election in Missouri, 1863",1863 United States Senate special election in Missouri
"United States Senate special election in Missouri, 1871",1871 United States Senate special election in Missouri
"United States Senate special election in Missouri, 1879",1879 United States Senate special election in Missouri
"United States Senate special election in Missouri, 1918",1918 United States Senate special election in Missouri
"United States Senate special election in Missouri, 1926",1926 United States Senate special election in Missouri
"United States Senate special election in Missouri, 1960",1960 United States Senate special election in Missouri
"United States Senate special election in Missouri, 2002",2002 United States Senate special election in Missouri
"United States Senate special election in Montana, 1895",1895 United States Senate special election in Montana
"United States Senate special election in Montana, 1901",1901 United States Senate special election in Montana
"United States Senate special election in Montana, 1934",1934 United States Senate special election in Montana
"United States Senate special election in Nebraska, 1899",1899 United States Senate special election in Nebraska
"United States Senate special election in Nebraska, 1901",1901 United States Senate special election in Nebraska
"United States Senate special election in Nebraska, 1934",1934 United States Senate special election in Nebraska
"United States Senate special election in Nebraska, 1952",1952 United States Senate special election in Nebraska
"United States Senate special election in Nebraska, 1954",1954 United States Senate special election in Nebraska
"United States Senate special election in Nevada, 1913",1913 United States Senate special election in Nevada
"United States Senate special election in Nevada, 1942",1942 United States Senate special election in Nevada
"United States Senate special election in Nevada, 1954",1954 United States Senate special election in Nevada
"United States Senate special election in New Hampshire, 1798",1798 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1801",1801 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1802",1802 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1810",1810 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1813",1813 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1814",1814 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1817",1817 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1836",1836 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1842",1842 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1846",1846 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1855",1855 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1857",1857 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1879",1879 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1883",1883 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1885",1885 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1887",1887 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1889",1889 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1918",1918 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1954",1954 United States Senate special election in New Hampshire
"United States Senate special election in New Hampshire, 1962",1962 United States Senate special election in New Hampshire
"United States Senate special election in New Jersey, 1790",1790 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1796",1796 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1799",1799 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1801",1801 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1803",1803 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1809",1809 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1816",1816 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1823",1823 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1826",1826 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1829",1829 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1853",1853 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1863",1863 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1866",1866 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1867",1867 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1902",1902 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1918",1918 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1930",1930 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1932",1932 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1938",1938 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 1944",1944 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, 2013",2013 United States Senate special election in New Jersey
"United States Senate special election in New Jersey, January 1799",January 1799 United States Senate special election in New Jersey
"United States Senate special election in New Mexico, 1921",1921 United States Senate special election in New Mexico
"United States Senate special election in New Mexico, 1928",1928 United States Senate special election in New Mexico
"United States Senate special election in New Mexico, 1934",1934 United States Senate special election in New Mexico
"United States Senate special election in New Mexico, 1936",1936 United States Senate special election in New Mexico
"United States Senate special election in New Mexico, 1964",1964 United States Senate special election in New Mexico
"United States Senate special election in New York, 1796",1796 United States Senate special election in New York
"United States Senate special election in New York, 1801",1801 United States Senate special election in New York
"United States Senate special election in New York, 1802",1802 United States Senate special election in New York
"United States Senate special election in New York, 1820",1820 United States Senate special election in New York
"United States Senate special election in New York, 1826",1826 United States Senate special election in New York
"United States Senate special election in New York, 1827",1827 United States Senate special election in New York
"United States Senate special election in New York, 1829",1829 United States Senate special election in New York
"United States Senate special election in New York, 1833",1833 United States Senate special election in New York
"United States Senate special election in New York, 1949",1949 United States Senate special election in New York
"United States Senate special election in New York, 1950",1950 United States Senate special election in New York
"United States Senate special election in New York, 2010",2010 United States Senate special election in New York
"United States Senate special election in New York, April 1800",April 1800 United States Senate special election in New York
"United States Senate special election in New York, August 1798",August 1798 United States Senate special election in New York
"United States Senate special election in New York, January 1798",January 1798 United States Senate special election in New York
"United States Senate special election in New York, November 1800",November 1800 United States Senate special election in New York
"United States Senate special election in New York, November 1804",November 1804 United States Senate special election in New York
"United States Senate special election in North Carolina, 1805",1805 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1814",1814 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1815",1815 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1816",1816 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1828",1828 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1829",1829 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1836",1836 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1846",1846 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1854",1854 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1858",1858 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1872",1872 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1894",1894 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1932",1932 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1948",1948 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1950",1950 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1958",1958 United States Senate special election in North Carolina
"United States Senate special election in North Carolina, 1986",1986 United States Senate special election in North Carolina
"United States Senate special election in North Dakota, 1911",1911 United States Senate special election in North Dakota
"United States Senate special election in North Dakota, 1926",1926 United States Senate special election in North Dakota
"United States Senate special election in North Dakota, 1946",1946 United States Senate special election in North Dakota
"United States Senate special election in North Dakota, 1960",1960 United States Senate special election in North Dakota
"United States Senate special election in North Dakota, 1992",1992 United States Senate special election in North Dakota
"United States Senate special election in Ohio, 1808",1808 United States Senate special election in Ohio
"United States Senate special election in Ohio, 1809",1809 United States Senate special election in Ohio
"United States Senate special election in Ohio, 1810",1810 United States Senate special election in Ohio
"United States Senate special election in Ohio, 1814",1814 United States Senate special election in Ohio
"United States Senate special election in Ohio, 1822",1822 United States Senate special election in Ohio
"United States Senate special election in Ohio, 1828",1828 United States Senate special election in Ohio
"United States Senate special election in Ohio, 1861",1861 United States Senate special election in Ohio
"United States Senate special election in Ohio, 1877",1877 United States Senate special election in Ohio
"United States Senate special election in Ohio, 1897",1897 United States Senate special election in Ohio
"United States Senate special election in Ohio, 1904",1904 United States Senate special election in Ohio
"United States Senate special election in Ohio, 1928",1928 United States Senate special election in Ohio
"United States Senate special election in Ohio, 1930",1930 United States Senate special election in Ohio
"United States Senate special election in Ohio, 1946",1946 United States Senate special election in Ohio
"United States Senate special election in Ohio, 1954",1954 United States Senate special election in Ohio
"United States Senate special election in Oklahoma, 1964",1964 United States Senate special election in Oklahoma
"United States Senate special election in Oklahoma, 1994",1994 United States Senate special election in Oklahoma
"United States Senate special election in Oklahoma, 2014",2014 United States Senate special election in Oklahoma
"United States Senate special election in Oregon, 1860",1860 United States Senate special election in Oregon
"United States Senate special election in Oregon, 1862",1862 United States Senate special election in Oregon
"United States Senate special election in Oregon, 1885",1885 United States Senate special election in Oregon
"United States Senate special election in Oregon, 1898",1898 United States Senate special election in Oregon
"United States Senate special election in Oregon, 1907",1907 United States Senate special election in Oregon
"United States Senate special election in Oregon, 1918",1918 United States Senate special election in Oregon
"United States Senate special election in Oregon, 1938",1938 United States Senate special election in Oregon
"United States Senate special election in Oregon, 1944",1944 United States Senate special election in Oregon
"United States Senate special election in Oregon, 1960",1960 United States Senate special election in Oregon
"United States Senate special election in Oregon, 1996",1996 United States Senate special election in Oregon
"United States Senate special election in Pennsylvania, 1794",1794 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1801",1801 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1808",1808 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1809",1809 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1814",1814 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1826",1826 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1831",1831 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1834",1834 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1840",1840 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1845",1845 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1861",1861 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1877",1877 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1901",1901 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1904",1904 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1905",1905 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1909",1909 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1922",1922 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1930",1930 United States Senate special election in Pennsylvania
"United States Senate special election in Pennsylvania, 1991",1991 United States Senate special election in Pennsylvania
"United States Senate special election in Rhode Island, 1796",1796 United States Senate special election in Rhode Island
